intervalo;setor;endereco;turno;rota_setor;frequencia
01:00 ÌÊ 04:20 hs;04/set;R FRANCISCO DA CUNHA;NOTURNO;15;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;04/set;R PROFESSOR JÌ_LIO FERREIRA DE MELO;NOTURNO;16;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;04/set;R MAMANGUAPE;NOTURNO;17;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;04/set;R ANTÌÓNIO FALCÌÄO;NOTURNO;18;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;04/set;R MAMANGUAPE;NOTURNO;19;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;04/set;AV FERNANDO SIMÌ¥ES BARBOSA;NOTURNO;20;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;04/set;AC P/ AV ANTÌÓNIO FALCÌÄO;NOTURNO;21;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;04/nov;R DOS NAVEGANTES;NOTURNO;1;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;04/nov;R MAMANGUAPE;NOTURNO;2;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;04/nov;R FÌäLIX DE BRITO MELO;NOTURNO;3;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;04/nov;R DOS NAVEGANTES;NOTURNO;4;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;04/nov;AV CONSELHEIRO AGUIAR;NOTURNO;5;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;04/nov;R JOSÌä TRAJANO;NOTURNO;6;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;04/nov;R WILFRID RUSSEL SHORTO;NOTURNO;7;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;04/nov;R SALGUEIRO;NOTURNO;8;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;04/nov;R SIRINHAÌäM;NOTURNO;9;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;04/nov;R JOSÌä TRAJANO;NOTURNO;10;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;04/nov;R BRUNO VELOSO;NOTURNO;11;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;04/nov;R DHÌLIA;NOTURNO;12;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;04/nov;R PADRE CARAPUCEIRO;NOTURNO;13;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;04/nov;R DHÌLIA;NOTURNO;14;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;04/nov;R FAUSTINO PORTO;NOTURNO;15;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;04/nov;AV ENGENHEIRO DOMINGOS FERREIRA;NOTURNO;16;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;04/nov;R FÌäLIX DE BRITO MELO;NOTURNO;17;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/13;RETORNO;NOTURNO;1;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/13;AV DOM JOÌÄO VI;NOTURNO;2;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/13;AV FERNANDO SIMÌ¥ES BARBOSA;NOTURNO;3;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/13;R PROFESSOR ARNALDO CARNEIRO LEÌÄO;NOTURNO;4;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/13;AV FERNANDO SIMÌ¥ES BARBOSA;NOTURNO;5;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/13;R RIBEIRO DE BRITO;NOTURNO;6;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/13;AV HÌäLIO FALCÌÄO;NOTURNO;7;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/13;R DOUTOR JOÌÄO G DE PONTES SOBRINHO;NOTURNO;8;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/13;R CORONEL ANÌZIO RODRIGUES COELHO;NOTURNO;9;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/13;R ERNESTO DE PAULA SANTOS;NOTURNO;10;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/13;R AGENOR LOPES;NOTURNO;11;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/13;R TENENTE DOMINGOS DE BRITO;NOTURNO;12;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/13;R DOUTOR JOÌÄO G DE PONTES SOBRINHO;NOTURNO;13;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/13;R RIBEIRO DE BRITO;NOTURNO;14;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;abr/13;R TENENTE DOMINGOS DE BRITO;NOTURNO;15;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;abr/13;AV VISCONDE DE JEQUITINHONHA;NOTURNO;16;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;abr/13;AV HÌäLIO FALCÌÄO;NOTURNO;17;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;abr/13;R JORGE COUCEIRO DA COSTA EIRAS;NOTURNO;18;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;abr/13;R BRUNO VELOSO;NOTURNO;19;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;abr/13;R CORONEL ANÌZIO RODRIGUES COELHO;NOTURNO;20;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;abr/13;R AGENOR LOPES;NOTURNO;21;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;abr/13;R GENERAL AMERICANO FREIRE;NOTURNO;22;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;abr/13;R JONATHAS DE VASCONCELOS;NOTURNO;23;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;abr/13;R AMÌLIA BERNARDINO DE SOUSA;NOTURNO;24;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/15;R JOAQUIM BANDEIRA;NOTURNO;1;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/15;AV DOM JOÌÄO VI;NOTURNO;2;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/15;R BARÌÄO DE ÌGUA BRANCA;NOTURNO;3;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/15;R DUQUE ESTRADA;NOTURNO;4;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/15;R SARGENTO DO SILVINO MACÌ_DO;NOTURNO;5;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/15;AV GENERAL MAC ARTHUR;NOTURNO;6;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/15;R JORGE DE LIMA;NOTURNO;7;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/15;R MONSENHOR TABOSA;NOTURNO;8;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/15;R JORGE DE LIMA;NOTURNO;9;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/15;R MANOEL DE ABREU;NOTURNO;10;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/15;R CONDE PEREIRA CARNEIRO;NOTURNO;11;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/15;R MANOEL CAVALCANTI BEZERRA;NOTURNO;12;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/15;R SARGENTO DO SILVINO MACÌ_DO;NOTURNO;13;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/15;R JOÌÄO MURILO DE OLIVEIRA;NOTURNO;14;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/15;R ROCA SALES;NOTURNO;15;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/15;R MENDES JÌ_NIOR;NOTURNO;16;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/15;R MÌÒISES CORREIA DA SILVA;NOTURNO;17;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/15;R ANTÌÓNIO PAES BARRETO;NOTURNO;18;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/15;R ESTELA BORGES;NOTURNO;19;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/15;R FARIAS LEMOS;NOTURNO;20;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/15;R ALFREDO MARCONDES;NOTURNO;21;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;abr/15;R CONDE ALEGRETE;NOTURNO;22;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;abr/15;R JOSÌä DA SILVA LUCENA;NOTURNO;23;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;abr/15;AV ANTÌÓNIO TORRES GALVÌÄO;NOTURNO;24;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;abr/15;R SÌÄO JUDAS TADEU;NOTURNO;25;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;abr/15;R PROFESSOR PEDRO AUGUSTO CARNEIRO LEÌÄO;NOTURNO;26;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;abr/15;R PRESIDENTE NILO PEÌàANHA;NOTURNO;27;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;abr/15;R PROFESSOR PEDRO AUGUSTO CARNEIRO LEÌÄO;NOTURNO;28;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;abr/15;R GUARABIRA;NOTURNO;29;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;abr/15;R MAGALHÌÄES DE ALMEIDA;NOTURNO;30;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;abr/15;R MUNHOZ DE MELO;NOTURNO;31;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;abr/15;R MONSENHOR TABOSA;NOTURNO;32;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;abr/15;R ADALBERTO MARROQUIM;NOTURNO;33;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;abr/15;AV ANTÌÓNIO TORRES GALVÌÄO;NOTURNO;34;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;abr/15;AV GENERAL MAC ARTHUR;NOTURNO;35;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/17;PONTE MOTOCOLOMBÌÒ;NOTURNO;1;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/17;AV MARECHAL MASCARENHAS DE MORAIS;NOTURNO;2;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/17;AV SUL;NOTURNO;3;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/17;R NESTOR MOREIRA;NOTURNO;4;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/17;R MARIA VICENTINA DA SILVA;NOTURNO;5;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/17;R JOÌÄO FONTES;NOTURNO;6;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/17;R CORONEL FABRICIANO;NOTURNO;7;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/17;R DEZOITO DE DEZEMBRO;NOTURNO;8;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/17;R ALMEIDA;NOTURNO;9;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/17;R GUADALAJARA;NOTURNO;10;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/17;R JALISCO;NOTURNO;11;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/17;R SÌâNDALO;NOTURNO;12;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/17;R VERBENA;NOTURNO;13;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/17;TV JATICI;NOTURNO;14;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/17;R JATICI;NOTURNO;15;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/17;R URUGUAJARA;NOTURNO;16;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;abr/17;R ITAPAGIPE;NOTURNO;17;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;abr/17;R PUBLICITÌRIO COLOMBO CAMPOS;NOTURNO;18;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;abr/17;R JOSÌä DA SILVA LUCENA;NOTURNO;19;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;abr/17;R JOAQUIM BANDEIRA;NOTURNO;20;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;abr/17;R JACY;NOTURNO;21;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;abr/17;R ITAJUBÌ;NOTURNO;22;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;abr/17;R ITAÌ_BA;NOTURNO;23;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;abr/17;R CONDE PEREIRA CARNEIRO;NOTURNO;24;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;abr/17;R BARTOLOMEU BUENO;NOTURNO;25;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;abr/17;R ANTÌÓNIO EDUARDO AMORIM;NOTURNO;26;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;abr/17;R SARGENTO SILVIO DEOMAR HOLLEMBACH;NOTURNO;27;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;abr/17;ESTR DO FRIGORÌFICO;NOTURNO;28;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;abr/17;R EMBAIXADOR NEGRÌÄO DE LIMA;NOTURNO;29;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/21;AV DESEMBARGADOR JOSÌä NEVES;NOTURNO;1;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/21;R DOM JOSÌä LOPES;NOTURNO;2;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/21;R DOUTOR GASPAR REGUEIRA COSTA;NOTURNO;3;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/21;R JOAQUIM PINHEIRO;NOTURNO;4;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/21;R AMÌLIA BERNARDINO DE SOUSA;NOTURNO;5;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/21;R ALZIRA DO COUTO BARROS GONDIM;NOTURNO;6;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/21;R CARLOS PEREIRA FALCÌÄO;NOTURNO;7;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/21;R DESEMBARGADOR JOÌÄO PAES;NOTURNO;8;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/21;R CORONEL ANÌZIO RODRIGUES COELHO;NOTURNO;9;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;abr/21;R JONATHAS DE VASCONCELOS;NOTURNO;10;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;abr/21;R GENERAL AMERICANO FREIRE;NOTURNO;11;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;abr/21;R AGENOR LOPES;NOTURNO;12;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;abr/21;R TENENTE DOMINGOS DE BRITO;NOTURNO;13;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;abr/21;R DOUTOR JOÌÄO G DE PONTES SOBRINHO;NOTURNO;14;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;abr/21;AV VISCONDE DE JEQUITINHONHA;NOTURNO;15;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;abr/21;AV HÌäLIO FALCÌÄO;NOTURNO;16;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;abr/21;AV FERNANDO SIMÌ¥ES BARBOSA;NOTURNO;17;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/23;R ERNESTO DE PAULA SANTOS;NOTURNO;1;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/23;R DOS NAVEGANTES;NOTURNO;2;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/23;AV BOA VIAGEM;NOTURNO;3;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/23;R RIBEIRO DE BRITO;NOTURNO;4;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/23;R DOS NAVEGANTES;NOTURNO;5;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/23;R DESEMBARGADOR JOÌÄO PAES;NOTURNO;6;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/23;R CORONEL BENEDITO CHAVES;NOTURNO;7;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/23;R DOUTOR NYLO DORNELAS CÌâMARA;NOTURNO;8;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/23;AV CONSELHEIRO AGUIAR;NOTURNO;9;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/23;R CORONEL SÌäRGIO HENRIQUE CARDIM;NOTURNO;10;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/23;AV ENGENHEIRO DOMINGOS FERREIRA;NOTURNO;11;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/23;R SETÌ_BAL;NOTURNO;12;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/23;AV BOA VIAGEM;NOTURNO;13;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;abr/23;R CARLOS PEREIRA FALCÌÄO;NOTURNO;14;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;abr/23;AV ENGENHEIRO DOMINGOS FERREIRA;NOTURNO;15;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;abr/23;AV CONSELHEIRO AGUIAR;NOTURNO;16;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;abr/23;R DOM JOSÌä LOPES;NOTURNO;17;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;abr/23;R PROFESSOR ALOÌSIO PESSOA DE ARAÌ_JO;NOTURNO;18;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;abr/23;R CORONEL BENEDITO CHAVES;NOTURNO;19;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;abr/23;R PROFESSOR ALOÌSIO PESSOA DE ARAÌ_JO;NOTURNO;20;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;abr/23;R DESEMBARGADOR JOÌÄO PAES;NOTURNO;21;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;abr/23;R PETROLINA;NOTURNO;22;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;abr/23;R PEDRO BÌäRGAMO;NOTURNO;23;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;abr/23;AV ENGENHEIRO DOMINGOS FERREIRA;NOTURNO;24;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/25;AV FERNANDO SIMÌ¥ES BARBOSA;NOTURNO;1;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/25;AV ENGENHEIRO DOMINGOS FERREIRA;NOTURNO;2;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/25;R CHARLES DARWIN;NOTURNO;3;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/25;R DONA MAGINA PONTUAL;NOTURNO;4;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/25;R JOÌÄO DIAS MARTINS;NOTURNO;5;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/25;R MARQUÌ_S DE VALENÌàA;NOTURNO;6;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/25;R PADRE LUIZ MARQUES TEIXEIRA;NOTURNO;7;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/25;R ALMIRANTE NELSON FERNANDES;NOTURNO;8;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/25;R DOUTOR ZAMENHOF;NOTURNO;9;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/25;R COSMOPÌÒLIS;NOTURNO;10;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/25;R SANTA LEONOR;NOTURNO;11;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/25;R ALMIRANTE NELSON FERNANDES;NOTURNO;12;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/25;R SANSÌÄO RIBEIRO;NOTURNO;13;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/25;AV DESEMBARGADOR JOSÌä NEVES;NOTURNO;14;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/25;R CARLOS PERY DE LEMOS;NOTURNO;15;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/25;AV DESEMBARGADOR JOSÌä NEVES;NOTURNO;16;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/25;R CORONEL ANÌZIO RODRIGUES COELHO;NOTURNO;17;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/25;R GENERAL LUÌS MALLET;NOTURNO;18;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/25;AV VISCONDE DE JEQUITINHONHA;NOTURNO;19;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;abr/25;AV PROFESSOR JOÌÄO MEDEIROS;NOTURNO;20;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;abr/25;AV ENGENHEIRO DOMINGOS FERREIRA;NOTURNO;21;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;abr/25;R MARQUÌ_S DE VALENÌàA;NOTURNO;22;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;abr/25;R FRANCISCO DE BARROS BARRETO;NOTURNO;23;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;abr/25;R DONA MAGINA PONTUAL;NOTURNO;24;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;abr/25;R PINHAL;NOTURNO;25;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;abr/25;AV VISCONDE DE JEQUITINHONHA;NOTURNO;26;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;abr/25;R PADRE GIORDANO;NOTURNO;27;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;abr/25;R FRANCISCO DE BARROS BARRETO;NOTURNO;28;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;abr/25;R PADRE GIORDANO;NOTURNO;29;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;abr/25;R RAYMUNDO GOMES GONDIM;NOTURNO;30;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;abr/25;R GENERAL AMERICANO FREIRE;NOTURNO;31;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;abr/25;R TENENTE DOMINGOS DE BRITO;NOTURNO;32;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;abr/25;R DOUTOR JOÌÄO G DE PONTES SOBRINHO;NOTURNO;33;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;abr/25;R DOM ESTEVÌÄO BRIOSO;NOTURNO;34;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;abr/25;AV HÌäLIO FALCÌÄO;NOTURNO;35;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;abr/25;R CORONEL BENEDITO CHAVES;NOTURNO;36;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/27;R JOSÌä PARAÌSO;NOTURNO;1;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/27;AV VISCONDE DE JEQUITINHONHA;NOTURNO;2;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/27;R ANTÌÓNIO PASSOS;NOTURNO;3;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/27;R DONA UZINHA NUNES;NOTURNO;4;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/27;R LÌBIA CASTRO ASSIS;NOTURNO;5;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/27;AV VISCONDE DE JEQUITINHONHA;NOTURNO;6;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/27;R JOSÌä MOREIRA LEAL;NOTURNO;7;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/27;R ANTÌÓNIO PASSOS;NOTURNO;8;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/27;R PROFESSOR MÌRIO DE CASTRO;NOTURNO;9;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/27;R JOSÌä MOREIRA LEAL;NOTURNO;10;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;abr/27;R LEON HELMER;NOTURNO;11;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;abr/27;R JOÌÄO EUGÌ_NIO DE LIMA;NOTURNO;12;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;abr/27;R PROFESSOR AUGUSTO LINS E SILVA;NOTURNO;13;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;abr/27;R LUIZ PIMENTEL;NOTURNO;14;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;abr/27;R CÌÓNEGO ROMEU;NOTURNO;15;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;abr/27;R DOUTOR LUIZ INÌCIO PESSOA MELO;NOTURNO;16;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;abr/27;R PROFESSOR AUGUSTO LINS E SILVA;NOTURNO;17;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;abr/27;R GENERAL SALGADO;NOTURNO;18;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;abr/27;R MÌRIO SOUTO MAIOR;NOTURNO;19;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;abr/27;R GENERAL SALGADO;NOTURNO;20;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;abr/27;R IZABEL MAGALHÌÄES;NOTURNO;21;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/29;AV VINTE DE JANEIRO;NOTURNO;1;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/29;R SIDERAL;NOTURNO;2;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/29;R JORNALISTA ALFREDO PORTO SILVEIRA;NOTURNO;3;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/29;R JOÌÄO CARDOSO AIRES;NOTURNO;4;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/29;R WALDEMAR NERY CARNEIRO MONTEIRO;NOTURNO;5;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/29;R JOÌÄO CARDOSO AIRES;NOTURNO;6;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/29;AV MARECHAL JUAREZ TÌVORA;NOTURNO;7;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/29;R WALDEMAR NERY CARNEIRO MONTEIRO;NOTURNO;8;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/29;R CRUZEIRO DO FORTE;NOTURNO;9;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;abr/29;R CAMBOIM;NOTURNO;10;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;abr/29;R CRUZEIRO DO FORTE;NOTURNO;11;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;abr/29;AV MARECHAL JUAREZ TÌVORA;NOTURNO;12;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;abr/29;R COSMORAMA;NOTURNO;13;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;abr/29;R GENERAL SALGADO;NOTURNO;14;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;abr/29;AC P/ R ALM. BATISTA LEÌÄO;NOTURNO;15;SEG, QUA, SEX
