intervalo;setor;endereco;turno;rota_setor;frequencia
19:30 ÌÊ 00:00 hs;mar/47;R CIRILO BARRETO;NOTURNO;6;TER, QUI, SAB
19:30 ÌÊ 00:00 hs;mar/47;R ENGENHO TAQUARA;NOTURNO;7;TER, QUI, SAB
19:30 ÌÊ 00:00 hs;mar/47;R ALICE MILET MORAIS;NOTURNO;8;TER, QUI, SAB
19:30 ÌÊ 00:00 hs;mar/47;R TAUÌ;NOTURNO;9;TER, QUI, SAB
19:30 ÌÊ 00:00 hs;mar/47;R FAUSTO RABELO;NOTURNO;10;TER, QUI, SAB
19:30 ÌÊ 00:00 hs;mar/47;R MANOEL MESQUITA;NOTURNO;11;TER, QUI, SAB
19:30 ÌÊ 00:00 hs;mar/47;R BERLIM;NOTURNO;12;TER, QUI, SAB
19:30 ÌÊ 00:00 hs;mar/47;R CALÌàADOS;NOTURNO;13;TER, QUI, SAB
19:30 ÌÊ 00:00 hs;mar/47;R ANCHIETA;NOTURNO;14;TER, QUI, SAB
19:30 ÌÊ 00:00 hs;mar/47;R CAMPO DO ONZE;NOTURNO;15;TER, QUI, SAB
19:30 ÌÊ 00:00 hs;mar/47;TV CAMPO DO ONZE;NOTURNO;16;TER, QUI, SAB
19:30 ÌÊ 00:00 hs;mar/47;AC P/ R TAURINO BATISTA;NOTURNO;17;TER, QUI, SAB
19:30 ÌÊ 00:00 hs;mar/47;AV GOVERNADOR AGAMENON MAGALHÌÄES;NOTURNO;18;TER, QUI, SAB
19:30 ÌÊ 00:00 hs;mar/47;R PEDRO AFONSO;NOTURNO;19;TER, QUI, SAB
19:30 ÌÊ 00:00 hs;mar/47;R NUMA POMPILHO;NOTURNO;20;TER, QUI, SAB
19:30 ÌÊ 00:00 hs;mar/47;R PAULINO CÌâMARA;NOTURNO;21;TER, QUI, SAB
19:30 ÌÊ 00:00 hs;mar/47;R NUMA POMPILHO;NOTURNO;22;TER, QUI, SAB
19:30 ÌÊ 00:00 hs;mar/47;R ALMIRANTE CUSTÌÒDIO DE MELO;NOTURNO;23;TER, QUI, SAB
19:30 ÌÊ 00:00 hs;mar/47;R ALMIRANTE ARY PARREIRAS;NOTURNO;24;TER, QUI, SAB
19:30 ÌÊ 00:00 hs;mar/47;R PAULINO CÌâMARA;NOTURNO;25;TER, QUI, SAB
19:30 ÌÊ 00:00 hs;mar/47;R BARROS BARRETO;NOTURNO;26;TER, QUI, SAB
19:30 ÌÊ 00:00 hs;mar/47;R FRANCISCO JACINTO;NOTURNO;27;TER, QUI, SAB
19:30 ÌÊ 00:00 hs;mar/47;R BARROS BARRETO;NOTURNO;28;TER, QUI, SAB
19:30 ÌÊ 00:00 hs;mar/47;R TAMOIOS;NOTURNO;29;TER, QUI, SAB
19:30 ÌÊ 00:00 hs;mar/47;R TIMBIRAS;NOTURNO;30;TER, QUI, SAB
19:30 ÌÊ 00:00 hs;mar/47;R GUIMARANIA;NOTURNO;31;TER, QUI, SAB
19:30 ÌÊ 00:00 hs;mar/47;R TIMBIRAS;NOTURNO;32;TER, QUI, SAB
19:30 ÌÊ 00:00 hs;mar/47;R TUPINAMBÌS;NOTURNO;33;TER, QUI, SAB
19:30 ÌÊ 00:00 hs;mar/47;R TUPINIQUINS;NOTURNO;34;TER, QUI, SAB
19:30 ÌÊ 00:00 hs;mar/47;R TAMOIOS;NOTURNO;35;TER, QUI, SAB
19:30 ÌÊ 00:00 hs;mar/47;AV NORTE;NOTURNO;36;TER, QUI, SAB
19:30 ÌÊ 00:00 hs;mar/47;R ISRAEL FONSECA;NOTURNO;37;TER, QUI, SAB
19:30 ÌÊ 00:00 hs;mar/47;R FREI CASSIMIRO;NOTURNO;38;TER, QUI, SAB
19:30 ÌÊ 00:00 hs;mar/47;R OLÌMPIO BONALD;NOTURNO;39;TER, QUI, SAB
01:00 ÌÊ 04:20 hs;mar/47;AV VISCONDE DE SUASSUNA;NOTURNO;40;TER, QUI, SAB
01:00 ÌÊ 04:20 hs;mar/47;R PALMARES;NOTURNO;41;TER, QUI, SAB
01:00 ÌÊ 04:20 hs;mar/47;R MAJOR CODECEIRA;NOTURNO;42;TER, QUI, SAB
01:00 ÌÊ 04:20 hs;mar/47;R DOUTOR CARLOS CHAGAS;NOTURNO;43;TER, QUI, SAB
01:00 ÌÊ 04:20 hs;mar/47;R ALUIZIO DE AZEVEDO;NOTURNO;44;TER, QUI, SAB
01:00 ÌÊ 04:20 hs;mar/47;R GOUVEIA DE BARROS;NOTURNO;45;TER, QUI, SAB
01:00 ÌÊ 04:20 hs;mar/47;R ÌLVARES DE AZEVEDO;NOTURNO;46;TER, QUI, SAB
01:00 ÌÊ 04:20 hs;mar/47;R EMBOABAS;NOTURNO;47;TER, QUI, SAB
01:00 ÌÊ 04:20 hs;mar/47;R ARQUIMEDES DE OLIVEIRA;NOTURNO;48;TER, QUI, SAB
01:00 ÌÊ 04:20 hs;mar/47;R AFONSO PENA;NOTURNO;49;TER, QUI, SAB
01:00 ÌÊ 04:20 hs;mar/47;R COMPOSITOR ANTÌÓNIO MARIA;NOTURNO;50;TER, QUI, SAB
01:00 ÌÊ 04:20 hs;mar/47;R ARNÌÒBIO MARQUES;NOTURNO;51;TER, QUI, SAB
01:00 ÌÊ 04:20 hs;mar/47;R DOUTOR CARLOS CHAGAS;NOTURNO;52;TER, QUI, SAB
01:00 ÌÊ 04:20 hs;mar/47;R ALUIZIO DE AZEVEDO;NOTURNO;53;TER, QUI, SAB
01:00 ÌÊ 04:20 hs;mar/47;R CAPITÌÒLIO;NOTURNO;54;TER, QUI, SAB
01:00 ÌÊ 04:20 hs;mar/47;R DOM VITAL;NOTURNO;55;TER, QUI, SAB
01:00 ÌÊ 04:20 hs;mar/47;R NOEL ROSA;NOTURNO;56;TER, QUI, SAB
01:00 ÌÊ 04:20 hs;mar/47;R DOUTOR OCTÌVIO COUTINHO;NOTURNO;57;TER, QUI, SAB
01:00 ÌÊ 04:20 hs;mar/47;R ARNÌÒBIO MARQUES;NOTURNO;58;TER, QUI, SAB
01:00 ÌÊ 04:20 hs;mar/47;AC P/ TV JACKSON POLLOCK;NOTURNO;59;TER, QUI, SAB
01:00 ÌÊ 04:20 hs;mar/47;AV NORTE;NOTURNO;60;TER, QUI, SAB
19:30 ÌÊ 04:20 hs;mar/39;AV BOA VIAGEM;NOTURNO;1;TER, QUI, SAB
19:30 ÌÊ 00:00 hs;mar/40;CAIS JOSÌä ESTELITA;NOTURNO;1;TER, QUI, SAB
19:30 ÌÊ 00:00 hs;mar/40;RUA ERCULANO BANDEIRA;NOTURNO;2;TER, QUI, SAB
19:30 ÌÊ 00:00 hs;mar/40;AVENIDA DOMINGOS FERREIRA;NOTURNO;3;TER, QUI, SAB
19:30 ÌÊ 00:00 hs;mar/40;RUA ADERBAL CHAVES;NOTURNO;4;TER, QUI, SAB
19:30 ÌÊ 00:00 hs;mar/40;RUA JOSÌä MARIA DE MIRANDA;NOTURNO;5;TER, QUI, SAB
19:30 ÌÊ 00:00 hs;mar/40;RUA PROF. JOSÌä BRANDÌÄO;NOTURNO;6;TER, QUI, SAB
19:30 ÌÊ 00:00 hs;mar/40;RUA ANTONIO DE SÌ LEÌÄO;NOTURNO;7;TER, QUI, SAB
19:30 ÌÊ 00:00 hs;mar/40;RUA AMARO ALBINO PIMENTEL;NOTURNO;8;TER, QUI, SAB
19:30 ÌÊ 00:00 hs;mar/40;RUA TENETE JOÌÄO CICERO;NOTURNO;9;TER, QUI, SAB
19:30 ÌÊ 00:00 hs;mar/40;RUA PE. BERNADINO PESSOA;NOTURNO;10;TER, QUI, SAB
19:30 ÌÊ 00:00 hs;mar/40;RUA DOS NAVEGANTES;NOTURNO;11;TER, QUI, SAB
19:30 ÌÊ 00:00 hs;mar/40;AVENIDA CONS. AGUIAR;NOTURNO;12;TER, QUI, SAB
19:30 ÌÊ 00:00 hs;mar/40;AVENIDA DOMINGOS FERREIRA;NOTURNO;13;TER, QUI, SAB
19:30 ÌÊ 00:00 hs;mar/40;AVENIDA CONS. AGUIAR;NOTURNO;14;TER, QUI, SAB
19:30 ÌÊ 00:00 hs;mar/40;RUA VICÌ_NCIA;NOTURNO;15;TER, QUI, SAB
19:30 ÌÊ 00:00 hs;mar/40;AVENIDA ANTONIO DE GOIS;NOTURNO;16;TER, QUI, SAB
01:00 ÌÊ 04:20 hs;mar/40;RUA ERCULANO BANDEIRA;NOTURNO;17;TER, QUI, SAB
01:00 ÌÊ 04:20 hs;mar/40;RUA DOS NAVEGANTES ;NOTURNO;18;TER, QUI, SAB
01:00 ÌÊ 04:20 hs;mar/40;RUA RIBEIRO DE BRITO;NOTURNO;19;TER, QUI, SAB
01:00 ÌÊ 04:20 hs;mar/40;RUA PROF. JOÌÄO MEDEIROS;NOTURNO;20;TER, QUI, SAB
01:00 ÌÊ 04:20 hs;mar/40;RUA GEL EDSON A. RAMALHO;NOTURNO;21;TER, QUI, SAB
01:00 ÌÊ 04:20 hs;mar/40;RUA PROF. ARNALDO CARNEIRO LEÌÄO;NOTURNO;22;TER, QUI, SAB
01:00 ÌÊ 04:20 hs;mar/40;RUA SIMÌ¥ES BARBOSA;NOTURNO;23;TER, QUI, SAB
01:00 ÌÊ 04:20 hs;mar/40;RUA ARNOUD DE YOLANDA;NOTURNO;24;TER, QUI, SAB
01:00 ÌÊ 04:20 hs;mar/40;RUA DR. JOÌÄO G. PONTES SOBRINHO;NOTURNO;25;TER, QUI, SAB
01:00 ÌÊ 04:20 hs;mar/40;RUA JORGE CORDEIRO DA C. EIRAS;NOTURNO;26;TER, QUI, SAB
01:00 ÌÊ 04:20 hs;mar/40;RUA CORONEL ANIZIO R. CUNHA;NOTURNO;27;TER, QUI, SAB
01:00 ÌÊ 04:20 hs;mar/40;RUA ERNESTO DE PAULA SANTOS;NOTURNO;28;TER, QUI, SAB
01:00 ÌÊ 04:20 hs;mar/40;RUA VISCONDE DE JEQUITINHONHA;NOTURNO;29;TER, QUI, SAB
01:00 ÌÊ 04:20 hs;mar/40;RUA TEN. DOMINGOS DE BRITO;NOTURNO;30;TER, QUI, SAB
01:00 ÌÊ 04:20 hs;mar/40;AVENIDA BOA VIAGEM DA 20 A 01;NOTURNO;31;TER, QUI, SAB
01:00 ÌÊ 04:20 hs;mar/40;AV. BRASILIA FORMASA;NOTURNO;32;TER, QUI, SAB
01:00 ÌÊ 04:20 hs;mar/40;AV. ANTONIO DE GOIS,  L. DIREITO;NOTURNO;33;TER, QUI, SAB
01:00 ÌÊ 04:20 hs;mar/40;CABANGA ;NOTURNO;34;TER, QUI, SAB
19:30 ÌÊ 00:00 hs;mar/42;RUA ANTONIO PAZ BARRETO ;NOTURNO;1;TER, QUI, SAB
19:30 ÌÊ 00:00 hs;mar/42;RUA SILVINO MARCEDO;NOTURNO;2;TER, QUI, SAB
19:30 ÌÊ 00:00 hs;mar/42;RUA ALAMEDA DAS HORTENCIA;NOTURNO;3;TER, QUI, SAB
19:30 ÌÊ 00:00 hs;mar/42;RUA NILO PEÌàANHA ;NOTURNO;4;TER, QUI, SAB
19:30 ÌÊ 00:00 hs;mar/42;RUA PROFESSOR AUGUSTO CARNEIRO LEÌÄO ;NOTURNO;5;TER, QUI, SAB
19:30 ÌÊ 00:00 hs;mar/42;RUA JOAQUIM PINHEIRO;NOTURNO;6;TER, QUI, SAB
19:30 ÌÊ 00:00 hs;mar/42;RUA ELADIO RAMOS ;NOTURNO;7;TER, QUI, SAB
19:30 ÌÊ 00:00 hs;mar/42;RUA DOUTOR LUIZ CORREIA DE OLIVEIRA;NOTURNO;8;TER, QUI, SAB
19:30 ÌÊ 00:00 hs;mar/42;AVENIDA ARMINDO MOURA ;NOTURNO;9;TER, QUI, SAB
19:30 ÌÊ 00:00 hs;mar/42;RUA VISCONDE DE JEQUITINHONHA ;NOTURNO;10;TER, QUI, SAB
01:00 ÌÊ 04:20 hs;mar/42;RUA 10 JULHO ;NOTURNO;11;TER, QUI, SAB
01:00 ÌÊ 04:20 hs;mar/42;AVENIDA BOA VIAGEM;NOTURNO;12;TER, QUI, SAB
01:00 ÌÊ 04:20 hs;mar/42;AVENIDA BARÌÄO DE SOUZA LEÌÄO;NOTURNO;13;TER, QUI, SAB
01:00 ÌÊ 04:20 hs;mar/42;AVENIDA DOMINGES FERREIRA;NOTURNO;14;TER, QUI, SAB
01:00 ÌÊ 04:20 hs;mar/42;AVENIDA CONSELHEIRO AGUIAR ;NOTURNO;15;TER, QUI, SAB
01:00 ÌÊ 04:20 hs;mar/42;RUA DOUTOR NILO DORNELAS CAMERA;NOTURNO;16;TER, QUI, SAB
01:00 ÌÊ 04:20 hs;mar/42;RUA DOS NAVEGANTES ;NOTURNO;17;TER, QUI, SAB
01:00 ÌÊ 04:20 hs;mar/42;RUA PROFESSOR JOÌÄO MEDEIRO;NOTURNO;18;TER, QUI, SAB
01:00 ÌÊ 04:20 hs;mar/42;AVENIDA FERNANDO SIMÌ¥ES BARBOSA;NOTURNO;19;TER, QUI, SAB
01:00 ÌÊ 04:20 hs;mar/42;RUA SÌ E SOUZA ;NOTURNO;20;TER, QUI, SAB
19:30 ÌÊ 00:00 hs;04/jan;AV HERCULANO BANDEIRA;NOTURNO;1;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;04/jan;R MANUEL DE BRITO;NOTURNO;2;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;04/jan;R MIRANDA FALCÌÄO;NOTURNO;3;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;04/jan;R MANUEL CORIOLANO;NOTURNO;4;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;04/jan;AV BOA VIAGEM;NOTURNO;5;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;04/jan;AV ENGENHEIRO ANTÌÓNIO DE GÌÒES;NOTURNO;6;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;04/jan;R MANUEL CORIOLANO;NOTURNO;7;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;04/jan;AV CONSELHEIRO AGUIAR;NOTURNO;8;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;04/jan;R BUIQUE;NOTURNO;9;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;04/jan;R MANUEL DE BRITO;NOTURNO;10;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;04/jan;R NOGUEIRA DE SOUZA;NOTURNO;11;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;04/jan;PTE ENGENHEIRO ANTÌÓNIO DE GÌÒES;NOTURNO;12;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;04/jan;R ARQUITETO AUGUSTO REINALDO;NOTURNO;13;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;04/jan;R DOMICIO DA GAMA;NOTURNO;14;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;04/jan;AV ENGENHEIRO DOMINGOS FERREIRA;NOTURNO;15;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;04/jan;AV BOA VIAGEM;NOTURNO;16;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;04/jan;R CAPITÌÄO REBELINHO;NOTURNO;17;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;04/jan;AV CONSELHEIRO AGUIAR;NOTURNO;18;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;04/jan;R ATLÌâNTICO;NOTURNO;19;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;04/jan;R ONDINA;NOTURNO;20;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;04/jan;AV ENGENHEIRO ANTÌÓNIO DE GÌÒES;NOTURNO;21;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;04/jan;AV HERCULANO BANDEIRA;NOTURNO;22;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;04/jan;R UNIFLOR;NOTURNO;23;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;04/jan;R ATLÌâNTICO;NOTURNO;24;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;04/jan;R VICÌ_NCIA;NOTURNO;25;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;04/jan;R SOUTO FILHO;NOTURNO;26;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;04/jan;R PEREIRA DA COSTA;NOTURNO;27;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;04/jan;R ALCIDES CARNEIRO LEAL;NOTURNO;28;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;04/jan;R VICÌ_NCIA;NOTURNO;29;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;04/jan;R AMAZONAS;NOTURNO;30;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;04/jan;AV ENGENHEIRO ANTÌÓNIO DE GÌÒES;NOTURNO;31;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;04/jan;AC P/ AV ENG. JOSÌä ESTELITA;NOTURNO;32;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;04/mar;AV ENGENHEIRO DOMINGOS FERREIRA;NOTURNO;1;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;04/mar;R JORNAL VANGUARDA;NOTURNO;2;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;04/mar;R ARTUR MUNIZ;NOTURNO;3;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;04/mar;AV CONSELHEIRO AGUIAR;NOTURNO;4;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;04/mar;R SOLIDÌÓNIO LEITE;NOTURNO;5;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;04/mar;AV CONSELHEIRO AGUIAR;NOTURNO;6;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;04/mar;R SENADOR HÌäLIO COUTINHO;NOTURNO;7;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;04/mar;R ARTUR MUNIZ;NOTURNO;8;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;04/mar;R RAUL AZEDO;NOTURNO;9;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;04/mar;R FREI LEANDRO;NOTURNO;10;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;04/mar;R RAUL AZEDO;NOTURNO;11;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;04/mar;AV CONSELHEIRO AGUIAR;NOTURNO;12;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;04/mar;R RAUL AZEDO;NOTURNO;13;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;04/mar;R BALTAZAR PEREIRA;NOTURNO;14;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;04/mar;R TOMÌä GIBSON;NOTURNO;15;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;04/mar;R AMAZONAS;NOTURNO;16;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;04/mar;R SILVIA LOBATO;NOTURNO;17;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;04/mar;PÌàA JULES RIMET;NOTURNO;18;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;04/mar;R PEDRO AMÌäRICO GALVÌÄO;NOTURNO;19;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;04/mar;R FREI LEANDRO;NOTURNO;20;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;04/mar;R SENADOR HÌäLIO COUTINHO;NOTURNO;21;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;04/mar;AV BOA VIAGEM;NOTURNO;22;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;04/mar;PÌàA LA CURUNA;NOTURNO;23;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;04/mar;R JARDIM BOA VIAGEM;NOTURNO;24;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;04/mar;R TOMÌä GIBSON;NOTURNO;25;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;04/mar;R JOAQUIM CARNEIRO DA SILVA;NOTURNO;26;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;04/mar;R PAULO SETÌ_BAL;NOTURNO;27;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;04/mar;R ANTÌÓNIO PEDRO DE FIGUEIREDO;NOTURNO;28;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;04/mar;R ALEXANDRINO MARTINS RODRIGUES;NOTURNO;29;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;04/mar;R IRENE RAMOS G DE MATTOS;NOTURNO;30;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;04/mar;R ANTÌÓNIO PEDRO DE FIGUEIREDO;NOTURNO;31;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;04/mar;R DELEGADO TÌäRCIO SOARES DE AQUINO;NOTURNO;32;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;04/mar;R DOUTOR GILSON MACHADO GUIMARÌÄES;NOTURNO;33;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;04/mai;AV BOA VIAGEM;NOTURNO;1;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;04/mai;AV BOA VIAGEM - PISTA LATERAL;NOTURNO;2;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;04/mai;R ZEFERINO GALVÌÄO;NOTURNO;3;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;04/mai;R PROFESSOR OSIAS RIBEIRO;NOTURNO;4;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;04/mai;R ZEFERINO GALVÌÄO;NOTURNO;5;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;04/mai;R LAET LEMOS;NOTURNO;6;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;04/mai;R DOS NAVEGANTES;NOTURNO;7;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;04/mai;R HENRIQUE CAPITULINO;NOTURNO;8;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;04/mai;R PROFESSOR JOSÌä BRANDÌÄO;NOTURNO;9;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;04/mai;R PADRE BERNARDINO PESSOA;NOTURNO;10;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;04/mai;R ANTÌÓNIO FALCÌÄO;NOTURNO;11;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;04/mai;AV ENGENHEIRO DOMINGOS FERREIRA;NOTURNO;12;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;04/mai;AV CONSELHEIRO AGUIAR;NOTURNO;13;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;04/mai;R PROFESSOR OSIAS RIBEIRO;NOTURNO;14;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;04/mai;R ZEFERINO GALVÌÄO;NOTURNO;15;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;04/mai;R DONA BENVINDA DE FARIAS;NOTURNO;16;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;04/mai;R PROFESSOR EDUARDO WANDERLEY FILHO;NOTURNO;17;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;04/mai;R TENENTE JOÌÄO CÌCERO;NOTURNO;18;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;04/mai;R PADRE BERNARDINO PESSOA;NOTURNO;19;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;04/mai;R PROFESSOR JOSÌä BRANDÌÄO;NOTURNO;20;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;04/mai;R MARIA CAROLINA;NOTURNO;21;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;04/mai;R TENENTE JOÌÄO CÌCERO;NOTURNO;22;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;04/mai;AV ENGENHEIRO DOMINGOS FERREIRA;NOTURNO;23;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;04/jul;R JOSÌä ADERVAL CHAVES;NOTURNO;1;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;04/jul;R FRANCISCO DA CUNHA;NOTURNO;2;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;04/jul;R DONA BENVINDA DE FARIAS;NOTURNO;3;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;04/jul;R FRANCISCO DA CUNHA;NOTURNO;4;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;04/jul;R ARISTIDES MUNIZ;NOTURNO;5;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;04/jul;R ANA CAMELO DA SILVA;NOTURNO;6;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;04/jul;R AVIADOR SEVERIANO LINS;NOTURNO;7;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;04/jul;R TENENTE JOÌÄO CÌCERO;NOTURNO;8;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;04/jul;R POETA ZEZITO NEVES;NOTURNO;9;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;04/jul;R PADRE BERNARDINO PESSOA;NOTURNO;10;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;04/jul;R PROFESSOR JOSÌä BRANDÌÄO;NOTURNO;11;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;04/jul;R PROFESSOR EDUARDO WANDERLEY FILHO;NOTURNO;12;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;04/jul;R LUÌS DE FARIAS BARBOSA;NOTURNO;13;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;04/jul;R AMARO ALBINO PIMENTEL;NOTURNO;14;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;04/jul;R PROFESSOR JOSÌä BRANDÌÄO;NOTURNO;15;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;04/jul;R DOUTOR PEDRO DE MELO CAHU;NOTURNO;16;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;04/jul;R MINISTRO NELSON HUNGRIA;NOTURNO;17;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;04/set;R GENERAL EDSON AMÌâNCIO RAMALHO;NOTURNO;1;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;04/set;R MARIA CAROLINA;NOTURNO;2;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;04/set;R ANTÌÓNIO FALCÌÄO;NOTURNO;3;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;04/set;R MINISTRO NELSON HUNGRIA;NOTURNO;4;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;04/set;R PADRE BERNARDINO PESSOA;NOTURNO;5;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;04/set;TV DONA MARIA CAROLINA;NOTURNO;6;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;04/set;R PADRE BERNARDINO PESSOA;NOTURNO;7;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;04/set;R MINISTRO NELSON HUNGRIA;NOTURNO;8;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;04/set;AV FERNANDO SIMÌ¥ES BARBOSA;NOTURNO;9;SEG, QUA, SEX
19:30 ÌÊ 00:00 hs;04/set;R PADRE CARAPUCEIRO;NOTURNO;10;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;04/set;AV DOM JOÌÄO VI;NOTURNO;11;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;04/set;AV ANTÌÓNIO TORRES GALVÌÄO;NOTURNO;12;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;04/set;R FÌäLIX DE BRITO MELO;NOTURNO;13;SEG, QUA, SEX
01:00 ÌÊ 04:20 hs;04/set;R PROFESSOR JÌ_LIO FERREIRA DE MELO;NOTURNO;14;SEG, QUA, SEX
